System,Orbit number,T_mid,Uncertainty (days),Time System,#,Reference
HAT-P-23,1272.0,2458043.36933,0.00039,BJD_TDB,1,2018AcA....68..371M
HAT-P-23,1480.0,2458295.65089,0.00057,BJD_TDB,1,2021NewA...8301477S
HAT-P-23,1484.0,2458300.5019,0.0012,BJD_TDB,1,2021NewA...8301477S
HAT-P-23,1484.0,2458300.50097,0.00075,BJD_TDB,1,2021NewA...8301477S
HAT-P-23,1489.0,2458306.56574,0.0007,BJD_TDB,1,2021NewA...8301477S
HAT-P-23,1489.0,2458306.56787,0.00071,BJD_TDB,1,2021NewA...8301477S
HAT-P-23,1494.0,2458312.62941,0.00078,BJD_TDB,1,2021NewA...8301477S
HAT-P-23,1498.0,2458317.48193,0.00047,BJD_TDB,1,2018AcA....68..371M
HAT-P-23,1498.0,2458317.48136,0.00054,BJD_TDB,1,2021NewA...8301477S
HAT-P-23,1512.0,2458334.46187,0.00066,BJD_TDB,1,2021NewA...8301477S
HAT-P-23,1512.0,2458334.46241,0.00035,BJD_TDB,1,2018AcA....68..371M
HAT-P-23,1516.0,2458339.31403,0.00047,BJD_TDB,1,2018AcA....68..371M
HAT-P-23,1517.0,2458340.5272,0.00045,BJD_TDB,1,2021NewA...8301477S
HAT-P-23,1531.0,2458357.50703,0.0006,BJD_TDB,1,2021NewA...8301477S
HAT-P-23,1540.0,2458368.42291,0.00033,BJD_TDB,1,2018AcA....68..371M
HAT-P-23,1554.0,2458385.40434,0.00068,BJD_TDB,1,2021NewA...8301477S
HAT-P-23,1554.0,2458385.40582,0.00075,BJD_TDB,1,2021NewA...8301477S
HAT-P-23,1559.0,2458391.47024,0.00093,BJD_TDB,1,2021NewA...8301477S
HAT-P-23,1573.0,2458408.44838,0.0006,BJD_TDB,1,2021NewA...8301477S
HAT-P-23,1850.0,2458744.417125,0.000547,BJD_TDB,1,2022A&A...667A.127M
HAT-P-23,1873.0,2458772.314281,0.000583,BJD_TDB,1,2022A&A...667A.127M
HAT-P-23,2104.0,2459052.490879,0.000347,BJD_TDB,1,2022A&A...667A.127M
HAT-P-23,2118.0,2459069.471419,0.000264,BJD_TDB,1,2022A&A...667A.127M
HAT-P-23,2174.0,2459137.392604,0.000495,BJD_TDB,1,2022A&A...667A.127M
HAT-P-23,2391.0,2459400.589783,0.000295,BJD_TDB,1,2022A&A...667A.127M
HAT-P-23,2395.0,2459405.44103,0.000308,BJD_TDB,1,2022A&A...667A.127M
HAT-P-23,2400.0,2459411.505979,0.000447,BJD_TDB,1,2022A&A...667A.127M
HAT-P-23,2414.0,2459428.485508,0.000483,BJD_TDB,1,2022A&A...667A.127M
HAT-P-23,2442.0,2459462.446747,0.00029,BJD_TDB,1,2022A&A...667A.127M
HAT-P-23,2679.0,2459749.90138,0.0003,BJD_TDB,1,This Work
HAT-P-23,2693.0,2459766.88027,0.00043,BJD_TDB,1,This Work
HAT-P-23,2702.0,2459777.79718,0.00038,BJD_TDB,1,This Work
KELT-16,-1206.0,2457165.85142,0.00101,BJD_TDB,1,2018AcA….68..371M; 2017AJ….153...97O
KELT-16,-1205.0,2457166.82179,0.00089,BJD_TDB,1,2018AcA….68..371M; 2017AJ….153...97O
KELT-16,-1203.0,2457168.7566,0.002,BJD_TDB,1,2018AcA….68..371M; 2017AJ….153...97O
KELT-16,-1174.0,2457196.8592,0.0029,BJD_TDB,1,2018AcA….68..371M; 2017AJ….153...97O
KELT-16,-1172.0,2457198.79802,0.00074,BJD_TDB,1,2018AcA….68..371M; 2017AJ….153...97O
KELT-16,-1141.0,2457228.8369,0.001,BJD_TDB,1,2018AcA….68..371M; 2017AJ….153...97O
KELT-16,-1131.0,2457238.5279,0.0018,BJD_TDB,1,2018AcA….68..371M; 2017AJ….153...97O
KELT-16,-1038.0,2457328.6444,0.0014,BJD_TDB,1,2018AcA….68..371M; 2017AJ….153...97O
KELT-16,-1037.0,2457329.61146,0.00094,BJD_TDB,1,2018AcA….68..371M; 2017AJ….153...97O
KELT-16,-1036.0,2457330.58151,0.00046,BJD_TDB,1,2018AcA….68..371M; 2017AJ….153...97O
KELT-16,-1002.0,2457363.52676,0.00101,BJD_TDB,1,2018AcA….68..371M; 2017AJ….153...97O
KELT-16,-640.0,2457714.30206,0.00071,BJD_TDB,1,2018AcA....68..371M
KELT-16,-433.0,2457914.88456,0.00051,BJD_TDB,1,2020AJ....159..150P
KELT-16,-432.0,2457915.8537,0.00062,BJD_TDB,1,2020AJ....159..150P
KELT-16,-423.0,2457924.572663,0.000395,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-422.0,2457925.543218,0.000432,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-421.0,2457926.512289,0.000396,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-420.0,2457927.481175,0.000616,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-420.0,2457927.48156,0.00048,BJD_TDB,1,2018AcA....68..371M
KELT-16,-417.0,2457930.388206,0.000826,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-401.0,2457945.891704,0.001495,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-400.0,2457946.861329,0.000576,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-389.0,2457957.519616,0.000395,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-388.0,2457958.48844,0.00026,BJD_TDB,1,2018AcA....68..371M
KELT-16,-387.0,2457959.457801,0.000792,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-386.0,2457960.427464,0.000483,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-384.0,2457962.364751,0.000885,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-359.0,2457986.589433,0.000352,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-357.0,2457988.528218,0.000431,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-357.0,2457988.52797,0.00039,BJD_TDB,1,2018AcA....68..371M
KELT-16,-356.0,2457989.497266,0.000505,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-323.0,2458021.472778,0.000591,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-323.0,2458021.47346,0.00039,BJD_TDB,1,2018AcA....68..371M
KELT-16,-322.0,2458022.442444,0.000901,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-322.0,2458022.44219,0.00047,BJD_TDB,1,2018AcA....68..371M
KELT-16,-321.0,2458023.411236,0.000502,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-318.0,2458026.31752,0.00074,BJD_TDB,1,2018AcA....68..371M
KELT-16,-287.0,2458056.357056,0.000629,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-34.0,2458301.512626,0.000358,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-34.0,2458301.51208,0.0027,BJD_TDB,1,2023A&A...669A.124H
KELT-16,-33.0,2458302.481593,0.000422,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-32.0,2458303.449092,0.001018,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,-32.0,2458303.45501,0.00257,BJD_TDB,1,2023A&A...669A.124H
KELT-16,0.0,2458334.45858,0.00063,BJD_TDB,1,2018AcA....68..371M
KELT-16,0.0,2458334.46213,0.00092,BJD_TDB,1,2023A&A...669A.124H
KELT-16,1.0,2458335.42502,0.00115,BJD_TDB,1,2023A&A...669A.124H
KELT-16,32.0,2458365.46691,0.00088,BJD_TDB,1,2023A&A...669A.124H
KELT-16,32.0,2458365.46578,0.00064,BJD_TDB,1,2018AcA....68..371M
KELT-16,33.0,2458366.43525,0.00132,BJD_TDB,1,2023A&A...669A.124H
KELT-16,34.0,2458367.4031,0.00175,BJD_TDB,1,2023A&A...669A.124H
KELT-16,35.0,2458368.37232,0.00048,BJD_TDB,1,2018AcA....68..371M
KELT-16,69.0,2458401.31876,0.00028,BJD_TDB,1,2018AcA....68..371M
KELT-16,354.0,2458677.48319,0.00082,BJD_TDB,1,2023A&A...669A.124H
KELT-16,354.0,2458677.481426,0.000916,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,355.0,2458678.45107,0.00156,BJD_TDB,1,2023A&A...669A.124H
KELT-16,386.0,2458708.49021,0.00076,BJD_TDB,1,2023A&A...669A.124H
KELT-16,387.0,2458709.45879,0.00088,BJD_TDB,1,2023A&A...669A.124H
KELT-16,388.0,2458710.426784,0.00061,BJD_TDB,1,2022A&A...667A.127M
KELT-16,390.0,2458712.36429,0.000656,BJD_TDB,1,This work
KELT-16,391.0,2458713.33457,0.0007234,BJD_TDB,1,This work
KELT-16,392.0,2458714.30328,0.0007487,BJD_TDB,1,This work
KELT-16,393.0,2458715.2731,0.0007156,BJD_TDB,1,This work
KELT-16,394.0,2458716.24081,0.0006603,BJD_TDB,1,This work
KELT-16,395.0,2458717.21047,0.0007228,BJD_TDB,1,This work
KELT-16,396.0,2458718.18083,0.0006797,BJD_TDB,1,This work
KELT-16,397.0,2458719.14831,0.00045,BJD_TDB,1,2021AJ....162..127W
KELT-16,397.0,2458719.14781,0.0006725,BJD_TDB,1,This work
KELT-16,398.0,2458720.11728,0.0007591,BJD_TDB,1,This work
KELT-16,404.0,2458725.93168,0.000768,BJD_TDB,1,This work
KELT-16,405.0,2458726.89967,0.0007478,BJD_TDB,1,This work
KELT-16,406.0,2458727.86889,0.0006498,BJD_TDB,1,This work
KELT-16,407.0,2458728.83799,0.0005941,BJD_TDB,1,This work
KELT-16,408.0,2458729.80639,0.0007083,BJD_TDB,1,This work
KELT-16,409.0,2458730.77645,0.0006949,BJD_TDB,1,This work
KELT-16,410.0,2458731.74508,0.0007906,BJD_TDB,1,This work
KELT-16,411.0,2458732.71531,0.0007045,BJD_TDB,1,This work
KELT-16,412.0,2458733.68363,0.0007142,BJD_TDB,1,This work
KELT-16,417.0,2458738.52791,0.00068,BJD_TDB,1,2023A&A...669A.124H
KELT-16,419.0,2458740.46625,0.00192,BJD_TDB,1,2023A&A...669A.124H
KELT-16,422.0,2458743.3736,0.00064,BJD_TDB,1,2023A&A...669A.124H
KELT-16,423.0,2458744.34251,0.00075,BJD_TDB,1,2023A&A...669A.124H
KELT-16,423.0,2458744.33992,0.00133,BJD_TDB,1,2023A&A...669A.124H
KELT-16,423.0,2458744.337973,0.00085,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,454.0,2458774.37837,0.00161,BJD_TDB,1,2023A&A...669A.124H
KELT-16,457.0,2458777.29005,0.00141,BJD_TDB,1,2023A&A...669A.124H
KELT-16,487.0,2458806.35732,0.00158,BJD_TDB,1,2023A&A...669A.124H
KELT-16,677.0,2458990.467028,0.001103,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,709.0,2459021.47434,0.00076,BJD_TDB,1,2023A&A...669A.124H
KELT-16,709.0,2459021.47417,0.00092,BJD_TDB,1,2023A&A...669A.124H
KELT-16,710.0,2459022.44242,0.0007,BJD_TDB,1,2023A&A...669A.124H
KELT-16,710.0,2459022.44377,0.00099,BJD_TDB,1,2023A&A...669A.124H
KELT-16,739.0,2459050.544378,0.000348,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,740.0,2459051.51294,0.00102,BJD_TDB,1,2023A&A...669A.124H
KELT-16,740.0,2459051.51284,0.00081,BJD_TDB,1,2023A&A...669A.124H
KELT-16,741.0,2459052.48382,0.00132,BJD_TDB,1,2023A&A...669A.124H
KELT-16,741.0,2459052.48342,0.00157,BJD_TDB,1,2023A&A...669A.124H
KELT-16,742.0,2459053.450802,0.000338,BJD_TDB,1,2022A&A...667A.127M
KELT-16,743.0,2459054.42013,0.0018,BJD_TDB,1,2023A&A...669A.124H
KELT-16,744.0,2459055.39409,0.00101,BJD_TDB,1,2023A&A...669A.124H
KELT-16,770.0,2459080.58206,0.00079,BJD_TDB,1,2023A&A...669A.124H
KELT-16,771.0,2459081.55238,0.00098,BJD_TDB,1,2023A&A...669A.124H
KELT-16,772.0,2459082.520591,0.000246,BJD_TDB,1,2022A&A...667A.127M
KELT-16,773.0,2459083.489849,0.000201,BJD_TDB,1,2022A&A...667A.127M
KELT-16,774.0,2459084.45873,0.00062,BJD_TDB,1,2023A&A...669A.124H
KELT-16,774.0,2459084.458537,0.000216,BJD_TDB,1,2022A&A...667A.127M
KELT-16,775.0,2459085.427695,0.000196,BJD_TDB,1,2022A&A...667A.127M
KELT-16,789.0,2459098.99264,0.00172,BJD_TDB,1,2023A&A...669A.124H
KELT-16,875.0,2459182.3268,0.00111,BJD_TDB,1,2023A&A...669A.124H
KELT-16,1095.0,2459395.504223,0.000741,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,1096.0,2459396.474508,0.000519,BJD_TDB,1,2022MNRAS.509.1447M
KELT-16,1121.0,2459420.69861,0.000686,BJD_TDB,1,This work
KELT-16,1122.0,2459421.66798,0.0007199,BJD_TDB,1,This work
KELT-16,1123.0,2459422.63777,0.0009054,BJD_TDB,1,This work
KELT-16,1124.0,2459423.60632,0.000573,BJD_TDB,1,This work
KELT-16,1125.0,2459424.5748,0.0008013,BJD_TDB,1,This work
KELT-16,1126.0,2459425.54484,0.0007821,BJD_TDB,1,This work
KELT-16,1127.0,2459426.51183,0.0007344,BJD_TDB,1,This work
KELT-16,1128.0,2459427.48181,0.000835,BJD_TDB,1,This work
KELT-16,1129.0,2459428.45211,0.0008783,BJD_TDB,1,This work
KELT-16,1130.0,2459429.4204,0.0007466,BJD_TDB,1,This work
KELT-16,1131.0,2459430.38813,0.0008774,BJD_TDB,1,This work
KELT-16,1132.0,2459431.35754,0.0007093,BJD_TDB,1,This work
KELT-16,1133.0,2459432.32768,0.0006443,BJD_TDB,1,This work
KELT-16,1135.0,2459434.26424,0.0007353,BJD_TDB,1,This work
KELT-16,1136.0,2459435.23157,0.0007288,BJD_TDB,1,This work
KELT-16,1137.0,2459436.20226,0.0007597,BJD_TDB,1,This work
KELT-16,1138.0,2459437.17087,0.0007749,BJD_TDB,1,This work
KELT-16,1139.0,2459438.14086,0.0008896,BJD_TDB,1,This work
KELT-16,1140.0,2459439.10971,0.0007718,BJD_TDB,1,This work
KELT-16,1141.0,2459440.07957,0.0008132,BJD_TDB,1,This work
KELT-16,1142.0,2459441.04816,0.0006845,BJD_TDB,1,This work
KELT-16,1143.0,2459442.01761,0.0009479,BJD_TDB,1,This work
KELT-16,1144.0,2459442.98603,0.0006369,BJD_TDB,1,This work
KELT-16,1145.0,2459443.95533,0.0007601,BJD_TDB,1,This work
KELT-16,1146.0,2459444.92458,0.0007797,BJD_TDB,1,This work
KELT-16,1147.0,2459445.89106,0.0007368,BJD_TDB,1,This work
KELT-16,1159.0,2459457.520856,0.000381,BJD_TDB,1,2022A&A...667A.127M
KELT-16,1160.0,2459458.48935,0.000381,BJD_TDB,1,2022A&A...667A.127M
KELT-16,1162.0,2459460.427067,0.000371,BJD_TDB,1,2022A&A...667A.127M
KELT-16,1195.0,2459492.40491,0.00049,BJD_TDB,1,2022A&A...667A.127M
KELT-16,1471.0,2459759.84606,0.00037,BJD_TDB,1,This Work
KELT-16,1488.0,2459776.31846,0.00114,BJD_TDB,1,2023A&A...669A.124H
KELT-16,1503.0,2459790.85362,0.00039,BJD_TDB,1,This Work
KELT-16,1530.0,2459817.01334,0.00345,BJD_TDB,1,2023A&A...669A.124H
KELT-16,1550.0,2459836.39514,0.00213,BJD_TDB,1,2023A&A...669A.124H
KELT-16,1562.0,2459848.02496,0.00141,BJD_TDB,1,2023A&A...669A.124H
KELT-16,1568.0,2459853.84099,0.00528,BJD_TDB,1,2023A&A...669A.124H
WASP-012,-2286.0,2454515.52496,0.00043,BJD_TDB,>1,2020AJ….159..150P; 2009ApJ…693.1920H
WASP-012,-1992.0,2454836.4034,0.00028,BJD_TDB,1,2020AJ….159..150P; 2013MNRAS.434..661C
WASP-012,-1988.0,2454840.76893,0.00062,BJD_TDB,1,2020AJ….159..150P; 2011AJ....141..179C
WASP-012,-1713.0,2455140.90981,0.00042,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-1707.0,2455147.45861,0.00043,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-1692.0,2455163.83061,0.00032,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-1684.0,2455172.56138,0.00036,BJD_TDB,1,2020AJ….159..150P; 2011AJ....141..179C
WASP-012,-1650.0,2455209.66895,0.00046,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-1649.0,2455210.76151,0.00041,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-1631.0,2455230.40669,0.00019,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-1609.0,2455254.41871,0.00043,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-1389.0,2455494.52999,0.00072,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-1385.0,2455498.8959,0.00079,BJD_TDB,1,2020AJ….159..150P; 2012PASP..124..212S
WASP-012,-1375.0,2455509.80971,0.00037,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-1374.0,2455510.90218,0.00031,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-1367.0,2455518.5407,0.0004,BJD_TDB,1,2020AJ….159..150P; 2012ApJ...747...82C
WASP-012,-1345.0,2455542.5521,0.0004,BJD_TDB,1,2020AJ….159..150P; 2012ApJ...747...82C
WASP-012,-1345.0,2455542.55273,0.00028,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-1323.0,2455566.56385,0.00028,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-1301.0,2455590.57561,0.00068,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-1294.0,2455598.21552,0.00035,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-1292.0,2455600.398,0.00029,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-1291.0,2455601.4901,0.00024,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-1289.0,2455603.67261,0.00029,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-1271.0,2455623.31829,0.00039,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-1039.0,2455876.52786,0.00027,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-1029.0,2455887.44198,0.00021,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-1028.0,2455888.5334,0.00027,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-1026.0,2455890.71635,0.00024,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-1014.0,2455903.81357,0.00032,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-999.0,2455920.18422,0.00031,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-996.0,2455923.4585,0.00022,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-975.0,2455946.37823,0.00018,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-974.0,2455947.47015,0.00017,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-973.0,2455948.56112,0.00033,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-970.0,2455951.83534,0.00011,BJD_TDB,1,2020AJ….159..150P; 2014AJ….147..161S
WASP-012,-969.0,2455952.9272,0.0001,BJD_TDB,1,2020AJ….159..150P; 2014AJ….147..161S
WASP-012,-963.0,2455959.47543,0.00017,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-962.0,2455960.56686,0.00032,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-953.0,2455970.38941,0.00039,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-952.0,2455971.48111,0.00035,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-942.0,2455982.39509,0.00034,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-941.0,2455983.48695,0.00035,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-940.0,2455984.57797,0.00032,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-939.0,2455985.66975,0.00042,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-929.0,2455996.58378,0.00037,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-921.0,2456005.31533,0.00037,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-920.0,2456006.40637,0.00031,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-701.0,2456245.42729,0.00033,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-697.0,2456249.79404,0.00039,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-675.0,2456273.80514,0.0003,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-667.0,2456282.53584,0.0003,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-665.0,2456284.71857,0.0003,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-653.0,2456297.81605,0.0003,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-649.0,2456302.18179,0.00046,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-646.0,2456305.45536,0.00024,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-633.0,2456319.64424,0.00038,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-625.0,2456328.37556,0.00027,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-624.0,2456329.46733,0.00029,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-372.0,2456604.50489,0.00021,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-371.0,2456605.59624,0.0003,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-370.0,2456606.6876,0.00033,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-369.0,2456607.77938,0.00071,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-349.0,2456629.60726,0.00019,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-348.0,2456630.69917,0.00043,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-326.0,2456654.71047,0.00034,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-322.0,2456659.07598,0.00034,BJD_TDB,1,2020AJ….159..150P; 2015ApJ…814...66K
WASP-012,-319.0,2456662.35014,0.00019,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-318.0,2456663.44136,0.00019,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-317.0,2456664.53256,0.00031,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
